HS Code,Item Description,Basic Duty (SCH),IGST,10% SWS,Total duty with SWS of 10% on BCD
8304 00 00,"FILING, CABINETS, CARD-INDEX CABINETS, PAPER TRAYS, PAPER RESTS, PEN TRAYS, OFFICE-STAMP STANDS AND SIMILAR OFFICE OR DESK EQUIPMENT, OF BASE METAL, OTHER THAN OFFICE FURNITURE OF HEADING 9403",20,18,2,43.96
8305 10 00,Fittings for loose-leaf binders or files,20,18,2,43.96
8305 20 00,Staples in strips,20,18,2,43.96
8305 90 10,Pins (other than those of heading 7317),20,18,2,43.96
8305 90 20,Clips,20,18,2,43.96
8305 90 90,Other,20,18,2,43.96
8306 10 00,"Bells, gongs and the like",20,12,2,36.34
8306 21 10,Statuettes,20,12,2,36.34
8306 21 20,Trophies,20,12,2,36.34
8306 21 90,Other,20,12,2,36.34
8306 29 10,Statuettes,20,12,2,36.34
8306 29 20,Trophies,20,12,2,36.34
8306 29 90,Other,20,12,2,36.34
8306 30 00,"Photograph, picture or similar frames; mirrors",20,12,2,36.34
8307 10 00,Of iron or steel,10,18,1,30.98
8307 90 00,Of other base metal,10,18,1,30.98
8308 10 10,Hooks and eyes,10,18,1,30.98
8308 10 21,For footwear,10,18,1,30.98
8308 10 29,Other,10,18,1,30.98
8308 20 00,Tubular or bifurcated rivets,10,18,1,30.98
8308 90 11,For footwear,10,18,1,30.98
8308 90 19,Other,10,18,1,30.98
8308 90 20,Imitation zari spangles,10,18,1,30.98
8308 90 31,"For garments, made ups, knitwear, plastic and leather goods",10,18,1,30.98
8308 90 39,Other,10,18,1,30.98
8308 90 40,Fittings for travel requisites and leather goods,10,18,1,30.98
8308 90 91,"For garments, made ups, knitwear, plastic and leather goods",10,18,1,30.98
8308 90 99,Other,10,18,1,30.98
8309 10 00,Crown corks,10,18,1,30.98
8309 90 10,"Pilfer proof caps for packaging, all sorts, with or without washers or other fittings, of cork, rubber, polyethylene or any other material",10,18,1,30.98
8309 90 20,"Aluminium caps, seals, capsules and closers",10,18,1,30.98
8309 90 30,Other seals,10,18,1,30.98
8309 90 90,Other,10,18,1,30.98
8310 00 10,Enamel iron signboard,20,18,2,43.96
8310 00 90,Other,20,18,2,43.96
8311 10 00,"Coated electrodes of base metal, for electric arc-welding",10,18,1,30.98
8311 20 00,"Cored wire of base metal, for electric arc- welding",10,18,1,30.98
8311 30 10,Wire and rods of agglomerated base metal,10,18,1,30.98
8311 30 90,Other,10,18,1,30.98
8311 90 00,Other,10,18,1,30.98
8401 10 00,Nuclear reactors,7.5,18,0.75,27.735
8401 20 00,"Machinery and apparatus for isotopic separation, and parts thereof",7.5,18,0.75,27.735
8401 30 00,"Fuel elements (cartridges), non-irradiated ",7.5,12,0.75,21.240000000000002
8401 40 00,Parts of nuclear reactors,7.5,18,0.75,27.735
8402 11 00,Watertube boilers with a steam production exceeding 45 t per hour,10,18,1,30.98
8402 12 00,Water tube boilers with a steam production not exceeding 45 t per hour,10,18,1,30.98
8402 19 10,Fire tube horizontal (lancashire) boilers,10,18,1,30.98
8402 19 20,Fire tube boilers vertical,10,18,1,30.98
8402 19 90,Other,10,18,1,30.98
8402 20 00,Super-heated water boilers,10,18,1,30.98
8402 90 10,Parts of fire tube boilers,10,18,1,30.98
8402 90 20,Parts of watertube boilers,10,18,1,30.98
8402 90 90,Other,10,18,1,30.98
8403 10 00,Boilers,7.5,18,0.75,27.735
8403 90 00,Parts,7.5,18,0.75,27.735
8404 10 00,Auxiliary plants for use with boilers of heading 8402 or 8403,10,18,1,30.98
8404 20 00,Condensers for steam or other vapour power units,10,18,1,30.98
8404 90 00,Parts,10,18,1,30.98
8405 10 10,Producer gas or water gas generators,7.5,18,0.75,27.735
8405 10 20,Acetylene gas generators,7.5,18,0.75,27.735
8405 10 90,Other,7.5,18,0.75,27.735
8405 90 00,Parts,7.5,18,0.75,27.735
8406 10 00,Turbines for marine propulsion,7.5,18,0.75,27.735
8406 81 00,Of an output exceeding 40 MW,10,18,1,30.98
8406 82 00,Of an output not exceeding 40 MW,10,18,1,30.98
8406 90 00,Parts,10,18,1,30.98
8407 10 00,Aircraft engines ,15,5,0.75,13.6625
8407 21 00,Outboard motors ,5,28,0.5,35.04
8407 29 00,Other,15,28,0.75,38.56
8407 31 10,For motor cycles,15,28,1.5,49.12
8407 31 90,Other,15,28,1.5,49.12
8407 32 10,For motor cycles,15,28,1.5,49.12
8407 32 90,Other,15,28,1.5,49.12
8407 33 10,For motor cars,15,28,1.5,49.12
8407 33 20,For motor cycles,15,28,1.5,49.12
8407 33 90,Other,15,28,1.5,49.12
8407 34 10,For motor cars,15,28,1.5,49.12
8407 34 90,Other,15,28,1.5,49.12
8407 90 10,Petrol engines,15,28,0.75,38.56
8407 90 20,Kerosene engines,15,28,0.75,38.56
8407 90 90,Other,15,28,0.75,38.56
8408 10 10,Outboard engines,15,28,0.75,38.56
8408 10 91,Of a cylinder capacity not exceeding 100 cc,15,28,0.75,38.56
8408 10 92,Of a cylinder capacity exceeding 100 cc but not exceeding 250 cc,15,28,0.75,38.56
8408 10 93,Of a cylinder capacity exceeding 250 cc,15,28,0.75,38.56
8408 20 10,Of cylinder capacity not exceeding 250 cc,15,28,1.5,49.12
8408 20 20,Engines of cylinder capacity exceeding 250 cc,15,18/28,,
8408 90 10,Stationary engines of cylinder capacity exceeding 50 cc,15,28,1.5,49.12
8408 90 90,Other,15,28,1.5,49.12
8408 20 20,"Agricultural Diesel Engine of cylinder capacity exceeding 250 cc for Tractor
[SNo 452C in Sch III of Ntfn 01-IGST/28.06.2017]",,18,,
8409 10 00,For aircraft engines,15,28,0.75,38.56
8409 91 11,"Valves, inlet and exhaust",15,28,1.5,49.12
8409 91 12,Pistons,15,28,1.5,49.12
8409 91 13,Piston rings,15,28,1.5,49.12
8409 91 14,Piston assemblies,15,28,1.5,49.12
8409 91 20,Fuel injection equipment excluding injection pumps,15,28,1.5,49.12
8409 91 91,Of petrol engines for motor vehicles,15,28,1.5,49.12
8409 91 92,Of other petrol engines,15,28,1.5,49.12
8409 91 93,Of kerosene engines,15,28,1.5,49.12
8409 91 94,Of gas engines,15,28,1.5,49.12
8409 91 99,Other,15,28,1.5,49.12
8409 99 11,"Valve, inlet and exhaust",15,28,1.5,49.12
8409 99 12,Pistons,15,28,1.5,49.12
8409 99 13,Piston rings,15,28,1.5,49.12
8409 99 14,Piston assemblies,15,28,1.5,49.12
8409 99 20,Fuel nozzles,15,28,1.5,49.12
8409 99 30,Fuel injection equipment excluding injection pumps,15,28,1.5,49.12
8409 99 41,Of diesel engines for motor vehicles,15,28,1.5,49.12
8409 99 42,Of outboard engine,15,28,0.75,38.56
8409 99 49,Other,15,28,0.75,38.56
8409 99 90,Other,15,28,0.75,38.56
8410 11 00,"Of a power not exceeding 1,000 kW",10,18,1,30.98
8410 12 10,"Of power exceeding 1,000 kW but not exceeding 5,000 kW",10,18,1,30.98
8410 12 20,"Of power exceeding 5,000 kW but not exceeding 10,000 kW",10,18,1,30.98
8410 13 10,"Of power exceeding 10,000 kW but not exceeding 30,000 kW",10,18,1,30.98
8410 13 20,"Of power exceeding 30,000 kW but not exceeding 80,000 kW",10,18,1,30.98
8410 13 90,"Of power exceeding 80,000 kW",10,18,1,30.98
8410 90 00,"Parts, including regulators",10,18,1,30.98
8411 11 00,Of a thrust not exceeding 25kN,7.5,18,0.75,27.735
8411 12 00,Of a thrust exceeding 25 kN,7.5,18,0.75,27.735
8411 21 00,"Of a power not exceeding 1,100 kW",7.5,18,0.75,27.735
8411 22 00,"Of a power exceeding 1,100 kW",7.5,18,0.75,27.735
8411 81 00,"Of a power not exceeding 5,000 kW",10,18,1,30.98
8411 82 10,"Of power exceeding 5,000 kW but not exceeding 15,000 kW",10,18,1,30.98
8411 82 20,"Of power exceeding 15,000 kW but not exceeding 30,000 kW",10,18,1,30.98
8411 82 30,"Of power exceeding 30,000 kW but not exceeding 60,000 kW",10,18,1,30.98
8411 82 40,"Of power exceeding 60,000 kW but not exceeding 90,000 kW",10,18,1,30.98
8411 82 50,"Of power exceeding 90,000 kW but not exceeding 1,12.5,000 kW",10,18,1,30.98
8411 82 60,"Of power e xceeding 1,12.5,000 kW",10,18,1,30.98
8411 91 00,Of turbo-jets or turbo-propellers,7.5,18,0.75,27.735
8411 99 00,Other,10,18,1,30.98
8412 10 00,Reaction engines other than turbo-jets,7.5,18,0.75,27.735
8412 21 00,Linear acting (cylinders),7.5,18,0.75,27.735
8412 29 10,Hydrojet (hydraulic jet engines),7.5,18,0.75,27.735
8412 29 90,Other,7.5,18,0.75,27.735
8412 31 00,Linear acting (cylinders),7.5,18,0.75,27.735
8412 39 00,Other,7.5,18,0.75,27.735
8412 80 11,Stationary,7.5,18,0.75,27.735
8412 80 19,Other,10,18,1,30.98
8412 80 20,"Motors, spring operated excluding clock and watch movements",10,18,1,30.98
8412 80 30,Wind turbine or engine,10,18,1,30.98
8412 80 90,Other,10,18,1,30.98
8412 90 10,Of steam engines incorporating boilers,7.5,18,0.75,27.735
8412 90 20,Of other steam engines and other vapour power units not incorporating boilers,7.5,18,0.75,27.735
8412 90 30,Of hydraulic engines and motors,7.5,18,0.75,27.735
8412 90 90,Other,7.5,18,0.75,27.735
8413 11 10,Hand pumps,10,5,1,16.55
8413 11 91,Pumps for dispensing fuel,7.5,28,0.75,38.56
8413 11 99,Other,7.5,28,0.75,38.56
8413 19 10,Hand pumps,10,5,1,16.55
8413 19 90,Other,7.5,18,0.75,27.735
8413 20 00,"Hand pumps, other than those of sub-heading 8413 11 or 8413 19",10,5,1,16.55
8413 30 10,Injection pumps for diesel engines,7.5,28,0.75,38.56
8413 30 20,Oil pump,7.5,28,0.75,38.56
8413 30 30,Water pump,7.5,28,0.75,38.56
8413 30 90,Other,7.5,28,0.75,38.56
8413 40 00,Concrete pumps,7.5,18,0.75,27.735
8413 50 10,Metering and dosing pumps,7.5,18,0.75,27.735
8413 50 21,Deep tube well turbine pump,7.5,18,0.75,27.735
8413 50 29,Other,7.5,18,0.75,27.735
8413 50 90,Other,7.5,18,0.75,27.735
8413 60 10,Gear type pumps,7.5,18,0.75,27.735
8413 60 20,Screw type pumps,7.5,18,0.75,27.735
8413 60 90,Other,7.5,18,0.75,27.735
8413 70 10,Primarily designed to handle water,7.5,18,0.75,27.735
8413 70 91,Single and multistage chemical process pumps,7.5,18,0.75,27.735
8413 70 92,Horizontal split casing pumps,7.5,18,0.75,27.735
8413 70 93,Horizontal self priming pumps,7.5,18,0.75,27.735
8413 70 94,Vertical turbine driven pumps,7.5,18,0.75,27.735
8413 70 95,Boiler feed pumps,7.5,18,0.75,27.735
8413 70 96,Slurry pumps,7.5,18,0.75,27.735
8413 70 97,Dredger pumps,7.5,18,0.75,27.735
8413 70 99,Other,7.5,18,0.75,27.735
8413 81 10,Gas pumps,7.5,18,0.75,27.735
8413 81 20,Hydraulic ram,7.5,18,0.75,27.735
8413 81 30,Axial flow and mixed flow vertical pump designed primarily for handling water,7.5,18,0.75,27.735
8413 81 90,Other,7.5,18,0.75,27.735
8413 82 00,Liquid elevators,7.5,18,0.75,27.735
8413 91 10,Of reciprocating pumps,7.5,18,0.75,27.735
8413 91 20,Of centrifugal pumps,7.5,18,0.75,27.735
8413 91 30,Of deep well turbine pumps and of other rotary pumps,7.5,18,0.75,27.735
8413 91 40,Of hand pump for handling water,10,5,1,16.55
8413 91 90,Other,7.5,18,0.75,27.735
8413 92 00,Of liquid elevators,7.5,18,0.75,27.735
8413 81 90,"Hydraulic Pumps for Tractors
[SNo 452D in Sch III of Ntfn 01-IGST/28.06.2017]",,18,,
,,,,,
8414 10 10,"with maximum flow-rate greater than 5 m³/h (under standard temperature (273 K (0 °C)) and pressure (101.3 kPa) conditions) 
",7.5,18,0.75,27.735
8414 10 90,Other,7.5,18,0.75,27.735
8414 20 10,Bicycle pumps,10,18,1,30.98
8414 20 20,Other hand pumps,10,12,1,24.32
8414 20 90,Other,7.5,18,0.75,27.735
8414 30 00,Compressors of a kind used in refrigerating equipment,15,18,1.5,37.47
8414 40 10,Reciprocating air compressors,15,18,1.5,37.47
8414 40 20,Centrifugal air compressors,15,18,1.5,37.47
8414 40 30,Screw air compressors,15,18,1.5,37.47
8414 40 90,Other,15,18,1.5,37.47
8414 51 10,Table fans,20,18,2,43.96
8414 51 20,Ceiling fans,20,18,2,43.96
8414 51 30,Pedestal fans,20,18,2,43.96
8414 51 40,Railway carriage fans,10,18,1,30.98
8414 51 50,Wall fans,20,18,2,43.96
8414 51 90,Other,20,18,2,43.96
8414 59 10,Air circulator,10,18,1,30.98
8414 59 20,"Blowers, portable",20,18,2,43.96
8414 59 30,Industrial fans and blowers,10,18,1,30.98
8414 59 90,Other,10,18,1,30.98
8414 60 00,Hoods having a maximum horizontal side not exceeding 120 cm,15,18,1.5,37.47
8414 70 00,Gas-tight biological safety cabinets,7.5,18,0.75,27.735
8414 80 11,Of a kind used in air-conditioning equipment,15,18,1.5,37.47
8414 80 19,Other,15,18,1.5,37.47
8414 80 20,Free-piston generators for gas turbine,15,18,1.5,37.47
8414 80 30,Turbo charger,15,18,1.5,37.47
8414 80 90,Other,15,18,1.5,37.47
8414 90 11,Of gas compressors of a kind used in refrigerating and air conditioning appliances and machinery,7.5,18,0.75,27.735
8414 90 12,Of bicycle pumps,10,18,1,30.98
8414 90 19,Other,7.5,18,0.75,27.735
8414 90 20,Of free piston generators,7.5,18,0.75,27.735
8414 90 30,Of electric fans,10,18,1,30.98
8414 90 40,"Of Industrial fans, blowers",7.5,18,0.75,27.735
8414 90 90,Other,7.5,18,0.75,27.735
8414 20 20,"Other hand pumps
[SNo 194 in Sch II of Ntfn 01-IGST/28.06.2017]",,12,,
8414 20 10,"Bicycle pumps
[SNo 317C in Sch III of Ntfn 01-IGST/28.06.2017 as inserted by 06-IGST/13.07.2022]
",,18,,
8414 90 12,"Parts of air or vacuum pumps and compressors of bicycle pumps
[SNo 317D in Sch III of Ntfn 01-IGST/28.06.2017 as inserted by 06-IGST/13.07.2022] 
",,18,,
8415 10 10,Split system,20,28,2,56.16
8415 10 90,Other,20,28,2,56.16
8415 20 10,For buses,20,28,2,56.16
8415 20 90,Other,20,28,2,56.16
8415 81 10,Split air-conditioner two tonnes and above,20,28,2,56.16
8415 81 90,Other,20,28,2,56.16
8415 82 10,Split air-conditioner two tonnes and above,20,28,2,56.16
8415 82 90,Other,20,28,2,56.16
8415 83 10,Split air-conditioner two tonnes and above,20,28,2,56.16
8415 83 90,Other,20,28,2,56.16
8415 90 00,Parts,20,28,2,56.16
8415 90 00,"Effective Duty Exemption on All goods other than indoor or outdoor units of split-system air conditioner 
[SNo(449A) in Ntfn 50-Customs/2017 dated 30.06.2017 - 25/06.07.2019 – SNo. 449A inserted]
",,,,
8416 10 00,Furnace burners for liquid fuel,7.5,18,0.75,27.735
8416 20 00,"Other furnace burners, including combination burners",7.5,18,0.75,27.735
8416 30 00,"Mechanical stokers, mechanical grates, mechanical ash dischargers and similar appliances",7.5,18,0.75,27.735
8416 90 00,Parts ,7.5,18,0.75,27.735
8417 10 00,"Furnaces and ovens for the roasting, melting or other heat-treatment of ores, pyrites or of metals",7.5,18,0.75,27.735
8417 20 00,"Bakery ovens, including biscuit ovens",7.5,18,0.75,27.735
8417 80 10,For cement industry,7.5,18,0.75,27.735
8417 80 90,Other,7.5,18,0.75,27.735
8417 90 00,Parts,7.5,18,0.75,27.735
8418 10 10,Commercial type,15,18,1.5,37.47
8418 10 90,Other,20,18,2,43.96
8418 21 00,Compression-type,20,18,2,43.96
8418 29 00,Other,20,18,2,43.96
8418 30 10,Commercial type electrical,15,18,1.5,37.47
8418 30 90,Other,15,18,1.5,37.47
8418 40 10,Electrical,15,18,1.5,37.47
8418 40 90,Other,15,18,1.5,37.47
8418 50 00,"Other furniture (chests, cabinets, display counters, showcases and the like) for storage and display, incorporating refrigerating or freezing equipment",15,18,1.5,37.47
8418 61 00,Heat pumps other than air conditioning machines of heading 8415,15,18,1.5,37.47
8418 69 10,Ice making machinery,15,18,1.5,37.47
8418 69 20,Water cooler,15,18,1.5,37.47
8418 69 30,"Vending machine, other than automatic vending machine",15,18,1.5,37.47
8418 69 40,Refrigeration equipment or devices specially used in leather industries for manufacturing of leather articles,15,18,1.5,37.47
8418 69 50,"Refrigerated farm tanks, industrial ice cream freezer",15,18,1.5,37.47
8418 69 90,Other,15,18,1.5,37.47
8418 91 00,Furniture designed to receive refrigerating or freezing equipment,7.5,18,0.75,27.735
8418 99 00,Other,7.5,18,0.75,27.735
8419 11 10,Domestic type,10,18,1,30.98
8419 11 90,Other,7.5,18,0.75,27.735
8419 12 00,Solar water heaters,10,12,1,24.32
8419 19 10,Domestic type,10,18,1,30.98
8419 19 20,Other,7.5,18,0.75,27.735
8419 20 10,Auto claves,7.5,18,0.75,27.735
8419 20 90,Other,7.5,18,0.75,27.735
8419 33 00,"Lyophilisation apparatus, freeze drying units and spray dryers",7.5,18,0.75,27.735
8419 34 00,"Other, for agricultural products",7.5,18,0.75,27.735
8419 35 00,"Other, for wood, paper pulp, paper or paperboard",7.5,18,0.75,27.735
8419 39 00,Other,7.5,18,0.75,27.735
8419 40 10,For petroleum refining,7.5,18,0.75,27.735
8419 40 20,Other distilling equipment,7.5,18,0.75,27.735
8419 40 90,Other,7.5,18,0.75,27.735
8419 50 11,Shell and tube type,7.5,18,0.75,27.735
8419 50 12,Plate type,7.5,18,0.75,27.735
8419 50 13,Spiral type,7.5,18,0.75,27.735
8419 50 19,Other,7.5,18,0.75,27.735
8419 50 91,Shell and tube type,7.5,18,0.75,27.735
8419 50 92,Plate type,7.5,18,0.75,27.735
8419 50 93,Spiral type,7.5,18,0.75,27.735
8419 50 99,Other,7.5,18,0.75,27.735
8419 60 00,Machinery for liquefying air or other gases,7.5,18,0.75,27.735
8419 81 10,Friers,10,18,1,30.98
8419 81 20,Other kitchen machines,10,18,1,30.98
8419 81 90,Other,10,18,1,30.98
8419 89 11,Pressure vessels,10,18,1,30.98
8419 89 12,Reactors with total internal (geometric) volume greater than 0.1 m³ (100 l) and less than 20 m³ (20000 l),10,18,0.75,27.735
8419 89 13,Other reactors,10,18,0.75,27.735
8419 89 14,Distillation or absorption columns of internal diameter greater than 0.1 m,10,18,0.75,27.735
8419 89 15,Other distillation or absorption columns,10,18,0.75,27.735
8419 89 16,Chemical storage tanks with a total internal (geometric) volume greater than 0.1 m³ (100 l),10,18,0.75,27.735
8419 89 17,Other chemical storage tanks,10,18,0.75,27.735
8419 89 19,Other,10,18,0.75,27.735
8419 89 20,Glass lined equipment,7.5,18,0.75,27.735
8419 89 30,"Auto claves other than for cooking or heating food, not elsewhere specified or included",7.5,18,0.75,27.735
8419 89 40,Cooling towers and similar plants for direct cooling (without a separating wall) by means of recirculated water,7.5,18,0.75,27.735
8419 89 50,Pasteurizers,7.5,18,0.75,27.735
8419 89 60,"Plant growth chambers and rooms and tissue culture chambers and rooms having temperature, humidity or light control",7.5,18,0.75,27.735
8419 89 70,Apparatus for rapid heating of semi- conductor devices; apparatus for chemicalor physical vapour deposition on semiconductor wafers; apparatus for chemical vapour deposition on LCD substratus,7.5,18,0.75,27.735
8419 89 80,Vacuum-vapour plant for deposition of metals,7.5,18,0.75,27.735
8419 89 90,Other,7.5,18,0.75,27.735
8419 90 10,Parts of instantaneous or storage water heaters (domestic type),10,18,1,30.98
8419 90 90,Other,7.5,18,0.75,27.735
8419 89 10,"All goods other than pressure vessels
[SNo(451A) in Ntfn 50-Customs/2017 dated 30.06.2017] [01/02.02.2020 – SNo. 451A inserted]",,18,,27.735
8420 10 00,Calendering or other rolling machines,7.5,18,0.75,27.735
8420 91 00,Cylinders,7.5,18,0.75,27.735
8420 99 00,Other,7.5,18,0.75,27.735
8421 11 00,Cream separators,7.5,18,0.75,27.735
8421 12 00,Clothes-dryers,7.5,18,0.75,27.735
8421 19 10,Bowl centrifuges,7.5,18,0.75,27.735
8421 19 20,Basket centrifuges,7.5,18,0.75,27.735
8421 19 30,Continuous automatic centrifuges,7.5,18,0.75,27.735
8421 19 40,Self cleaning centrifuges,7.5,18,0.75,27.735
8421 19 50,Decanter centrifuges horizontal bowl,7.5,18,0.75,27.735
8421 19 60,Screw conveyor centrifuges,7.5,18,0.75,27.735
8421 19 91,For chemical industries,7.5,18,0.75,27.735
8421 19 99,Other,7.5,18,0.75,27.735
8421 21 10,Ion exchanger plant or apparatus,7.5,18,0.75,27.735
8421 21 20,Household type filters,10,18,1,30.98
8421 21 90,Other,7.5,18,0.75,27.735
8421 22 00,For filtering or purifying beverages other than water,7.5,18,0.75,27.735
8421 23 00,Oil or petrol-filters for internal combustion engines,10,18,1,30.98
8421 29 00,Other,7.5,18,0.75,27.735
8421 31 00,Intake air filters for internal combustion engines,10,18,1,30.98
8421 32 00,"Catalytic converters or particulate filters, whether or not combined, for purifying or filtering exhaust gases from internal combustion engines",15,18,1.5,37.47
8421 39 10,"Air separators to be employed in the processing, smelting or refining of minerals, ores or metals; air strippers",7.5,18,0.75,27.735
8421 39 20,Air purifiers or cleaners,7.5,18,0.75,27.735
8421 39 90,Other,7.5,18,0.75,27.735
8421 91 00,"Of centrifuges, including centrifugal dryers",7.5,18,0.75,27.735
8421 99 00,Other,10,18,1,30.98
8421 99 00,"All goods other than Reverse Osmosis (RO) membrane element for household type filters 
[SNo(454) in Ntfn 50-Customs/2017 dated 30.06.2017] ",,,,
2825 60 20,"Ceria zirconia compounds for use in the manufacture of washcoat for catalytic converters 
(Read with Condition No. 9)
[SNo(416) in Ntfn 50-Customs/2017 dated 30.06.2017] 
[02/01.02.2023 – Exemption valid till 31st March 2024]",,,,
2846 10 90,"Cerium compounds for use in the manufacture of washcoat for catalytic converters 
(Read with Condition No. 9)
[SNo(417) in Ntfn 50-Customs/2017 dated 30.06.2017] 
[02/01.02.2023 – Exemption valid till 31st March 2024]",,,,
3824 90 90,"Zeolite for use in the manufacture of washcoat for catalytic converters 
(Read with Condition No. 9)
[SNo(418) in Ntfn 50-Customs/2017 dated 30.06.2017] 
[02/01.02.2023 – Exemption valid till 31st March 2024]",,,,
2818 20 90,"Aluminium Oxide for use in the manufacture of washcoat for catalytic converters 
(Read with Condition No. 9)
[SNo(419) in Ntfn 50-Customs/2017 dated 30.06.2017] 
[02/01.02.2023 – Exemption valid till 31st March 2024]",,,,
2818 20 90,"Clay 2 Powder (Alumax) for use in ceramic substrate for catalytic convertors 
(Read with Condition No. 9)
[SNo(420) in Ntfn 50-Customs/2017 dated 30.06.2017] 
[02/01.02.2023 – Exemption valid till 31st March 2024]",,,,
8422 11 00,Of the household type,10,28,1,42.08
8422 19 00,Other,7.5,28,0.75,38.56
8422 20 00,Machinery for cleaning or drying bottles or other containers,7.5,18,0.75,27.735
8422 30 00,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; machinery for aerating beverages",7.5,18,0.5,24.49
